Cube_0	2.047861
Cube_1	1.811616
Cube_2	1.836668
Sphere_0	1.349226
Sphere_1	1.24796
Sphere_2	1.261145
Cylinder_0	0.4113743
Cylinder_1	0.4494082
Cylinder_2	0.4614189
Triangle_0	1.361754
Triangle_1	1.412012
Triangle_2	1.836669
Infinite_0	1.923748
Infinite_1	2.148885
Infinite_2	1.998817
Heart_0	2.498128
Heart_1	2.873522
Heart_2	2.747496
